,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2966,2021-05-15,125.70854020315544,120.11374808634102,135.37345683135493,125.70854020315544,125.70854020315544,1.7658925700709895,1.7658925700709895,1.7658925700709895,1.5570160882605333,1.5570160882605333,1.5570160882605333,0.2088764818104564,0.2088764818104564,0.2088764818104564,0.0,0.0,0.0,127.47443277322643
2967,2021-05-16,125.71339609668065,120.28929344789229,135.20929626911513,125.69152768695376,125.71340658290892,1.6674566051676527,1.6674566051676527,1.6674566051676527,1.5570163576385307,1.5570163576385307,1.5570163576385307,0.11044024752912203,0.11044024752912203,0.11044024752912203,0.0,0.0,0.0,127.38085270184831
2968,2021-05-17,125.71825199020586,117.6900598779329,132.1689388683082,125.67125220624605,125.7222893246758,-0.6262554641964849,-0.6262554641964849,-0.6262554641964849,-0.6427764213407178,-0.6427764213407178,-0.6427764213407178,0.0165209571442329,0.0165209571442329,0.0165209571442329,0.0,0.0,0.0,125.09199652600937
2969,2021-05-18,125.72310788373106,116.31545406309628,131.9666399260923,125.6509859561261,125.76363958116228,-0.7108185168585297,-0.7108185168585297,-0.7108185168585297,-0.6388142251989336,-0.6388142251989336,-0.6388142251989336,-0.07200429165959613,-0.07200429165959613,-0.07200429165959613,0.0,0.0,0.0,125.01228936687254
2970,2021-05-19,125.72796377725628,117.53940529592845,133.32163181149252,125.63073990273922,125.82812038840565,-0.7733112820730997,-0.7733112820730997,-0.7733112820730997,-0.6189249890843203,-0.6189249890843203,-0.6189249890843203,-0.15438629298877954,-0.15438629298877954,-0.15438629298877954,0.0,0.0,0.0,124.95465249518318
2971,2021-05-20,125.73281967078148,117.21880986988086,132.43430661730824,125.60696091448665,125.88858587424045,-0.8291213905375151,-0.8291213905375151,-0.8291213905375151,-0.5991036628421456,-0.5991036628421456,-0.5991036628421456,-0.23001772769536952,-0.23001772769536952,-0.23001772769536952,0.0,0.0,0.0,124.90369828024397
2972,2021-05-21,125.73767556430668,117.25797585357935,132.4541986250077,125.54786422946275,125.93597134755484,-0.9128568706116816,-0.9128568706116816,-0.9128568706116816,-0.6144131474274507,-0.6144131474274507,-0.6144131474274507,-0.29844372318423096,-0.29844372318423096,-0.29844372318423096,0.0,0.0,0.0,124.82481869369501
2973,2021-05-22,125.74253145783189,119.76130033616478,135.12043798841157,125.48876754443887,125.97935693361782,1.1976473475731289,1.1976473475731289,1.1976473475731289,1.55701608825303,1.55701608825303,1.55701608825303,-0.35936874067990127,-0.35936874067990127,-0.35936874067990127,0.0,0.0,0.0,126.94017880540501
2974,2021-05-23,125.7473873513571,118.81889673674284,134.43471833717655,125.44654821525569,126.03077403228467,1.1443567121808462,1.1443567121808462,1.1443567121808462,1.5570163576358678,1.5570163576358678,1.5570163576358678,-0.41265964545502126,-0.41265964545502126,-0.41265964545502126,0.0,0.0,0.0,126.89174406353796
2975,2021-05-24,125.75224324488231,117.84073655926858,132.0877474270373,125.41299657704057,126.1039224174776,-1.1011213331277574,-1.1011213331277574,-1.1011213331277574,-0.6427764213438455,-0.6427764213438455,-0.6427764213438455,-0.45834491178391196,-0.45834491178391196,-0.45834491178391196,0.0,0.0,0.0,124.65112191175456
2976,2021-05-25,125.75709913840751,117.37048068235583,132.33010822083776,125.37951606684648,126.14486326125986,-1.1354242366970915,-1.1354242366970915,-1.1354242366970915,-0.6388142251991775,-0.6388142251991775,-0.6388142251991775,-0.4966100114979139,-0.4966100114979139,-0.4966100114979139,0.0,0.0,0.0,124.62167490171042
2977,2021-05-26,125.76195503193273,117.36217385570475,132.29964795405476,125.30654361727427,126.21478401139227,-1.1467141195266994,-1.1467141195266994,-1.1467141195266994,-0.618924989084413,-0.618924989084413,-0.618924989084413,-0.5277891304422866,-0.5277891304422866,-0.5277891304422866,0.0,0.0,0.0,124.61524091240602
2978,2021-05-27,125.76681092545793,117.51006020863483,131.50414642759662,125.2576918205817,126.29891494121206,-1.1514571112578964,-1.1514571112578964,-1.1514571112578964,-0.5991036628427713,-0.5991036628427713,-0.5991036628427713,-0.5523534484151251,-0.5523534484151251,-0.5523534484151251,0.0,0.0,0.0,124.61535381420003
2979,2021-05-28,125.77166681898314,117.331680076324,132.02727230740368,125.21825118360991,126.37124330464746,-1.1853094503578643,-1.1853094503578643,-1.1853094503578643,-0.61441314742753,-0.61441314742753,-0.61441314742753,-0.5708963029303344,-0.5708963029303344,-0.5708963029303344,0.0,0.0,0.0,124.58635736862527
2980,2021-05-29,125.77652271250834,119.1867470701596,134.04893772364755,125.17881519151929,126.43780389413767,0.9729004550131221,0.9729004550131221,0.9729004550131221,1.5570160882556896,1.5570160882556896,1.5570160882556896,-0.5841156332425678,-0.5841156332425678,-0.5841156332425678,0.0,0.0,0.0,126.74942316752146
2981,2021-05-30,125.78137860603356,119.36502866703566,135.04897717470277,125.13939880449982,126.50429627313768,0.9642221910849217,0.9642221910849217,0.9642221910849217,1.557016357635189,1.557016357635189,1.557016357635189,-0.5927941665502674,-0.5927941665502674,-0.5927941665502674,0.0,0.0,0.0,126.74560079711848
2982,2021-05-31,125.78623449955876,117.4794516986178,132.4162926390952,125.10003183508125,126.57075842243783,-1.2405542828656948,-1.2405542828656948,-1.2405542828656948,-0.6427764213437992,-0.6427764213437992,-0.6427764213437992,-0.5977778615218957,-0.5977778615218957,-0.5977778615218957,0.0,0.0,0.0,124.54568021669306
