,trend,residual,seasonality
296,113.71,0.0,0.0
297,113.0,0.0,0.0
298,113.4,0.0,0.0
299,113.08,0.0,0.0
300,112.34,0.0,0.0
301,112.87,0.0,0.0
302,112.83,0.0,0.0
303,113.53,0.0,0.0
304,115.07,0.0,0.0
305,115.06,0.0,0.0
306,114.89,0.0,0.0
307,114.95,0.0,0.0
308,115.08,0.0,0.0
309,114.35,0.0,0.0
310,113.94,0.0,0.0
311,114.21,0.0,0.0
312,112.98,0.0,0.0
313,108.66,0.0,0.0
314,110.61,0.0,0.0
315,114.29,0.0,0.0
316,115.31,0.0,0.0
317,114.97,0.0,0.0
318,113.97,0.0,0.0
319,114.81,0.0,0.0
320,114.53,0.0,0.0
321,115.07,0.0,0.0
322,116.38,0.0,0.0
323,117.09,0.0,0.0
324,117.83,0.0,0.0
325,119.62,0.0,0.0
326,119.57,0.0,0.0
327,120.8,0.0,0.0
328,122.49,0.0,0.0
329,121.53,0.0,0.0
330,122.69,0.0,0.0
331,122.22,0.0,0.0
332,121.12,0.0,0.0
333,121.07,0.0,0.0
334,120.95,0.0,0.0
335,119.97,0.0,0.0
336,117.67,0.0,0.0
337,118.41,0.0,0.0
338,119.74,0.0,0.0
339,119.11,0.0,0.0
340,119.13,0.0,0.0
341,119.37,0.0,0.0
342,119.36,0.0,0.0
343,121.5,0.0,0.0
344,120.83,0.0,0.0
345,120.24,0.0,0.0
346,120.42,0.0,0.0
347,120.03,0.0,0.0
348,119.46,0.0,0.0
349,116.53,0.0,0.0
350,115.38,0.0,0.0
351,115.32,0.0,0.0
352,116.43,0.0,0.0
353,115.12,0.0,0.0
354,115.29,0.0,0.0
355,114.09,0.0,0.0
356,114.47,0.0,0.0
357,115.94,0.0,0.0
358,116.47,0.0,0.0
359,116.83,0.0,0.0
360,115.66,0.0,0.0
361,115.18,0.0,0.0
362,115.6,0.0,0.0
363,115.5,0.0,0.0
364,115.0,0.0,0.0
365,115.73,0.0,0.0
366,115.62,0.0,0.0
367,117.38,0.0,0.0
368,115.81,0.0,0.0
369,117.22,0.0,0.0
370,117.5,0.0,0.0
371,116.81,0.0,0.0
372,117.62,0.0,0.0
373,116.53,0.0,0.0
374,116.58,0.0,0.0
375,115.25,0.0,0.0
376,115.66,0.0,0.0
377,116.23,0.0,0.0
378,114.77,0.0,0.0
379,114.54,0.0,0.0
380,114.56,0.0,0.0
381,114.84,0.0,0.0
382,115.62,0.0,0.0
383,115.23,0.0,0.0
384,114.86,0.0,0.0
385,114.16,0.0,0.0
386,115.55,0.0,0.0
387,116.54,0.0,0.0
388,116.57,0.0,0.0
389,116.81,0.0,0.0
390,117.41,0.0,0.0
391,117.44,0.0,0.0
392,116.94,0.0,0.0
393,115.85,0.0,0.0
394,116.68,0.0,0.0
395,115.07,0.0,0.0
396,112.61,0.0,0.0
397,110.07,0.0,0.0
398,112.08,0.0,0.0
399,111.95,0.0,0.0
400,111.98,0.0,0.0
401,111.5,0.0,0.0
402,111.98,0.0,0.0
403,112.03,0.0,0.0
404,113.15,0.0,0.0
405,112.75,0.0,0.0
406,112.57,0.0,0.0
407,113.06,0.0,0.0
408,112.02,0.0,0.0
409,111.44,0.0,0.0
410,110.5,0.0,0.0
411,110.12,0.0,0.0
412,109.41,0.0,0.0
413,110.37,0.0,0.0
414,111.61,0.0,0.0
415,111.97,0.0,0.0
416,110.23,0.0,0.0
417,110.81,0.0,0.0
418,109.03,0.0,0.0
419,109.47,0.0,0.0
420,109.28,0.0,0.0
421,111.03,0.0,0.0
422,110.66,0.0,0.0
423,110.61,0.0,0.0
424,109.74,0.0,0.0
425,110.21,0.0,0.0
426,110.31,0.0,0.0
427,110.75,0.0,0.0
428,110.94,0.0,0.0
429,111.45,0.0,0.0
430,111.1,0.0,0.0
431,111.52,0.0,0.0
432,110.78,0.0,0.0
433,110.19,0.0,0.0
434,109.74,0.0,0.0
435,109.1,0.0,0.0
436,108.42,0.0,0.0
437,108.65,0.0,0.0
438,108.91,0.0,0.0
439,107.62,0.0,0.0
440,105.92,0.0,0.0
441,105.56,0.0,0.0
442,105.26,0.0,0.0
443,105.4,0.0,0.0
444,106.53,0.0,0.0
445,105.97,0.0,0.0
446,104.8,0.0,0.0
447,104.72,0.0,0.0
448,103.77,0.0,0.0
449,102.71,0.0,0.0
450,103.41,0.0,0.0
451,103.4,0.0,0.0
452,104.35,0.0,0.0
453,103.64,0.0,0.0
454,104.41,0.0,0.0
455,103.16,0.0,0.0
456,100.85,0.0,0.0
457,102.71,0.0,0.0
458,102.46,0.0,0.0
459,103.0,0.0,0.0
460,102.64,0.0,0.0
461,104.6,0.0,0.0
462,104.61,0.0,0.0
463,106.52,0.0,0.0
464,105.88,0.0,0.0
465,107.17,0.0,0.0
466,105.56,0.0,0.0
467,105.55,0.0,0.0
468,105.66,0.0,0.0
469,105.91,0.0,0.0
470,106.01,0.0,0.0
471,105.97,0.0,0.0
472,105.79,0.0,0.0
473,105.92,0.0,0.0
474,107.78,0.0,0.0
475,107.28,0.0,0.0
476,108.37,0.0,0.0
477,107.28,0.0,0.0
478,107.28,0.0,0.0
479,107.86,0.0,0.0
480,107.94,0.0,0.0
481,107.5,0.0,0.0
482,107.52,0.0,0.0
483,105.45,0.0,0.0
484,105.64,0.0,0.0
485,106.05,0.0,0.0
486,105.09,0.0,0.0
487,104.27,0.0,0.0
488,103.72,0.0,0.0
489,103.59,0.0,0.0
490,103.97,0.0,0.0
491,103.86,0.0,0.0
492,104.01,0.0,0.0
493,103.17,0.0,0.0
494,102.91,0.0,0.0
495,102.9,0.0,0.0
496,103.84,0.0,0.0
497,103.78,0.0,0.0
498,104.23,0.0,0.0
499,104.62,0.0,0.0
500,104.59,0.0,0.0
501,104.22,0.0,0.0
502,104.19,0.0,0.0
503,104.16,0.0,0.0
504,103.69,0.0,0.0
505,103.74,0.0,0.0
506,102.75,0.0,0.0
507,101.67,0.0,0.0
508,101.28,0.0,0.0
509,101.41,0.0,0.0
510,101.41,0.0,0.0
511,101.44,0.0,0.0
512,101.85,0.0,0.0
513,101.88,0.0,0.0
514,102.01,0.0,0.0
515,101.84,0.0,0.0
516,101.8,0.0,0.0
517,101.81,0.0,0.0
518,100.81,0.0,0.0
519,100.61,0.0,0.0
520,99.59,0.0,0.0
521,99.43,0.0,0.0
522,100.07,0.0,0.0
523,99.28,0.0,0.0
524,98.71,0.0,0.0
525,97.93,0.0,0.0
526,98.08,0.0,0.0
527,98.16,0.0,0.0
528,97.7,0.0,0.0
529,98.44,0.0,0.0
530,97.5,0.0,0.0
531,97.28,0.0,0.0
532,97.87,0.0,0.0
533,98.73,0.0,0.0
534,100.0,0.0,0.0
535,99.53,0.0,0.0
536,100.33,0.0,0.0
537,101.21,0.0,0.0
538,101.92,0.0,0.0
539,101.44,0.0,0.0
540,101.42,0.0,0.0
541,100.22,0.0,0.0
542,99.69,0.0,0.0
543,100.29,0.0,0.0
544,100.22,0.0,0.0
545,100.66,0.0,0.0
546,100.53,0.0,0.0
547,101.81,0.0,0.0
548,102.12,0.0,0.0
549,103.21,0.0,0.0
550,102.36,0.0,0.0
551,102.37,0.0,0.0
552,102.9,0.0,0.0
553,102.45,0.0,0.0
554,103.62,0.0,0.0
555,104.57,0.0,0.0
556,105.46,0.0,0.0
557,105.53,0.0,0.0
558,106.33,0.0,0.0
559,106.92,0.0,0.0
560,109.02,0.0,0.0
561,107.94,0.0,0.0
562,108.32,0.0,0.0
563,108.17,0.0,0.0
564,107.93,0.0,0.0
565,107.96,0.0,0.0
566,107.75,0.0,0.0
567,106.09,0.0,0.0
568,106.73,0.0,0.0
569,108.34,0.0,0.0
570,108.17,0.0,0.0
571,108.27,0.0,0.0
572,108.44,0.0,0.0
573,109.04,0.0,0.0
574,109.28,0.0,0.0
575,109.94,0.0,0.0
576,110.35,0.0,0.0
577,110.69,0.0,0.0
578,110.18,0.0,0.0
579,108.96,0.0,0.0
580,109.3,0.0,0.0
581,110.65,0.0,0.0
582,110.79,0.0,0.0
583,110.34,0.0,0.0
584,109.67,0.0,0.0
585,110.51,0.0,0.0
586,109.35,0.0,0.0
587,109.64,0.0,0.0
588,108.36,0.0,0.0
589,107.56,0.0,0.0
590,106.91,0.0,0.0
591,106.84,0.0,0.0
592,105.54,0.0,0.0
593,106.03,0.0,0.0
594,106.66,0.0,0.0
595,105.84,0.0,0.0
596,105.67,0.0,0.0
597,106.13,0.0,0.0
598,106.66,0.0,0.0
599,107.25,0.0,0.0
600,107.84,0.0,0.0
601,106.77,0.0,0.0
602,107.33,0.0,0.0
603,107.47,0.0,0.0
604,107.03,0.0,0.0
605,106.39,0.0,0.0
606,105.65,0.0,0.0
607,106.0,0.0,0.0
608,105.4,0.0,0.0
609,105.48,0.0,0.0
610,104.47,0.0,0.0
611,104.31,0.0,0.0
612,103.87,0.0,0.0
613,102.98,0.0,0.0
614,103.39,0.0,0.0
615,103.28,0.0,0.0
616,102.48,0.0,0.0
617,102.09,0.0,0.0
618,102.11,0.0,0.0
619,100.71,0.0,0.0
620,101.02,0.0,0.0
621,101.61,0.0,0.0
622,101.41,0.0,0.0
623,100.02,0.0,0.0
624,99.75,0.0,0.0
625,99.74,0.0,0.0
626,99.66,0.0,0.0
627,99.37,0.0,0.0
628,97.84,0.0,0.0
629,96.85,0.0,0.0
630,97.01,0.0,0.0
631,97.93,0.0,0.0
632,98.1,0.0,0.0
633,99.59,0.0,0.0
634,100.0,0.0,0.0
635,99.5,0.0,0.0
636,99.03,0.0,0.0
637,99.56,0.0,0.0
638,99.79,0.0,0.0
639,100.26,0.0,0.0
640,99.48,0.0,0.0
641,99.5,0.0,0.0
642,100.15,0.0,0.0
643,100.95,0.0,0.0
644,100.7,0.0,0.0
645,101.09,0.0,0.0
646,99.66,0.0,0.0
647,99.28,0.0,0.0
648,99.41,0.0,0.0
649,98.84,0.0,0.0
650,101.03,0.0,0.0
651,100.06,0.0,0.0
652,100.67,0.0,0.0
653,100.02,0.0,0.0
654,99.03,0.0,0.0
655,97.89,0.0,0.0
656,98.02,0.0,0.0
657,97.31,0.0,0.0
658,97.6,0.0,0.0
659,96.73,0.0,0.0
660,97.06,0.0,0.0
661,96.77,0.0,0.0
662,97.19,0.0,0.0
663,96.8,0.0,0.0
664,96.53,0.0,0.0
665,95.41,0.0,0.0
666,94.99,0.0,0.0
667,94.34,0.0,0.0
668,94.98,0.0,0.0
669,96.06,0.0,0.0
670,96.64,0.0,0.0
671,95.87,0.0,0.0
672,96.1,0.0,0.0
673,95.92,0.0,0.0
674,95.33,0.0,0.0
675,97.22,0.0,0.0
676,97.0,0.0,0.0
677,97.42,0.0,0.0
678,96.98,0.0,0.0
679,96.7,0.0,0.0
680,96.22,0.0,0.0
681,96.59,0.0,0.0
682,97.02,0.0,0.0
683,97.0,0.0,0.0
684,98.07,0.0,0.0
685,98.16,0.0,0.0
686,98.08,0.0,0.0
687,98.87,0.0,0.0
688,98.49,0.0,0.0
689,98.64,0.0,0.0
690,98.44,0.0,0.0
691,98.41,0.0,0.0
692,98.66,0.0,0.0
693,98.64,0.0,0.0
694,98.37,0.0,0.0
695,98.6,0.0,0.0
696,98.58,0.0,0.0
697,98.56,0.0,0.0
698,98.81,0.0,0.0
699,99.63,0.0,0.0
700,100.34,0.0,0.0
701,99.86,0.0,0.0
702,99.97,0.0,0.0
703,100.41,0.0,0.0
704,100.69,0.0,0.0
705,102.91,0.0,0.0
706,103.25,0.0,0.0
707,102.79,0.0,0.0
708,102.25,0.0,0.0
709,101.46,0.0,0.0
710,101.47,0.0,0.0
711,100.65,0.0,0.0
712,100.37,0.0,0.0
713,100.03,0.0,0.0
714,100.25,0.0,0.0
715,100.17,0.0,0.0
716,100.53,0.0,0.0
717,100.98,0.0,0.0
718,101.34,0.0,0.0
719,102.19,0.0,0.0
720,102.55,0.0,0.0
721,101.54,0.0,0.0
722,100.77,0.0,0.0
723,100.58,0.0,0.0
724,101.33,0.0,0.0
725,101.62,0.0,0.0
726,101.88,0.0,0.0
727,103.15,0.0,0.0
728,103.57,0.0,0.0
729,103.59,0.0,0.0
730,103.3,0.0,0.0
731,104.45,0.0,0.0
732,103.7,0.0,0.0
733,103.48,0.0,0.0
734,103.89,0.0,0.0
735,103.11,0.0,0.0
736,102.99,0.0,0.0
737,103.22,0.0,0.0
738,103.41,0.0,0.0
739,103.75,0.0,0.0
740,103.27,0.0,0.0
741,102.71,0.0,0.0
742,102.98,0.0,0.0
743,102.09,0.0,0.0
744,101.26,0.0,0.0
745,101.05,0.0,0.0
746,101.02,0.0,0.0
747,100.87,0.0,0.0
748,102.21,0.0,0.0
749,103.76,0.0,0.0
750,103.56,0.0,0.0
751,104.25,0.0,0.0
752,104.73,0.0,0.0
753,105.88,0.0,0.0
754,106.2,0.0,0.0
755,106.9,0.0,0.0
756,106.41,0.0,0.0
757,106.29,0.0,0.0
758,106.06,0.0,0.0
759,106.49,0.0,0.0
760,107.24,0.0,0.0
761,107.31,0.0,0.0
762,107.2,0.0,0.0
763,107.78,0.0,0.0
764,106.87,0.0,0.0
765,106.6,0.0,0.0
766,106.65,0.0,0.0
767,107.35,0.0,0.0
768,108.72,0.0,0.0
769,109.35,0.0,0.0
770,109.87,0.0,0.0
771,110.37,0.0,0.0
772,111.34,0.0,0.0
773,111.73,0.0,0.0
774,111.75,0.0,0.0
775,111.08,0.0,0.0
776,111.92,0.0,0.0
777,111.83,0.0,0.0
778,113.23,0.0,0.0
779,113.92,0.0,0.0
780,113.77,0.0,0.0
781,114.5,0.0,0.0
782,114.22,0.0,0.0
783,115.05,0.0,0.0
784,113.86,0.0,0.0
785,115.25,0.0,0.0
786,115.16,0.0,0.0
787,113.98,0.0,0.0
788,114.67,0.0,0.0
789,117.43,0.0,0.0
790,119.01,0.0,0.0
791,119.64,0.0,0.0
792,118.04,0.0,0.0
793,117.5,0.0,0.0
794,120.22,0.0,0.0
795,119.97,0.0,0.0
796,119.31,0.0,0.0
797,118.18,0.0,0.0
798,118.17,0.0,0.0
799,120.89,0.0,0.0
800,122.35,0.0,0.0
801,122.13,0.0,0.0
802,122.45,0.0,0.0
803,123.52,0.0,0.0
804,124.32,0.0,0.0
805,126.67,0.0,0.0
806,124.8,0.0,0.0
807,127.06,0.0,0.0
808,126.48,0.0,0.0
809,125.35,0.0,0.0
810,123.93,0.0,0.0
811,125.97,0.0,0.0
812,125.78,0.0,0.0
813,125.68,0.0,0.0
814,124.0,0.0,0.0
815,125.0,0.0,0.0
816,125.44,0.0,0.0
817,125.23,0.0,0.0
818,124.36,0.0,0.0
819,122.76,0.0,0.0
820,123.19,0.0,0.0
821,119.5,0.0,0.0
822,120.03,0.0,0.0
823,121.17,0.0,0.0
824,121.0,0.0,0.0
825,121.8,0.0,0.0
826,121.69,0.0,0.0
827,121.69,0.0,0.0
828,122.2,0.0,0.0
829,124.31,0.0,0.0
830,124.9,0.0,0.0
831,125.63,0.0,0.0
832,125.19,0.0,0.0
833,124.54,0.0,0.0
834,124.95,0.0,0.0
835,124.62,0.0,0.0
836,123.28,0.0,0.0
837,122.4,0.0,0.0
838,124.21,0.0,0.0
839,122.44,0.0,0.0
840,122.75,0.0,0.0
841,121.02,0.0,0.0
842,121.45,0.0,0.0
843,120.73,0.0,0.0
844,120.7,0.0,0.0
845,120.8,0.0,0.0
846,119.84,0.0,0.0
847,119.73,0.0,0.0
848,119.56,0.0,0.0
849,124.58,0.0,0.0
850,126.7,0.0,0.0
851,129.38,0.0,0.0
852,129.56,0.0,0.0
853,130.38,0.0,0.0
854,130.67,0.0,0.0
855,128.97,0.0,0.0
856,125.69,0.0,0.0
857,128.59,0.0,0.0
858,128.0,0.0,0.0
859,128.14,0.0,0.0
860,129.91,0.0,0.0
861,129.66,0.0,0.0
862,129.3,0.0,0.0
863,129.5,0.0,0.0
864,129.16,0.0,0.0
865,127.75,0.0,0.0
866,128.06,0.0,0.0
867,128.28,0.0,0.0
868,128.35,0.0,0.0
869,127.99,0.0,0.0
870,129.88,0.0,0.0
871,129.9,0.0,0.0
872,129.5,0.0,0.0
873,130.22,0.0,0.0
874,131.23,0.0,0.0
875,132.03,0.0,0.0
876,132.12,0.0,0.0
877,132.26,0.0,0.0
878,131.75,0.0,0.0
879,131.72,0.0,0.0
880,132.51,0.0,0.0
881,131.76,0.0,0.0
882,132.28,0.0,0.0
883,132.63,0.0,0.0
884,131.98,0.0,0.0
885,130.98,0.0,0.0
886,130.55,0.0,0.0
887,131.6,0.0,0.0
888,130.93,0.0,0.0
889,131.46,0.0,0.0
890,130.62,0.0,0.0
891,130.16,0.0,0.0
892,130.84,0.0,0.0
893,129.71,0.0,0.0
894,128.44,0.0,0.0
895,128.98,0.0,0.0
896,130.94,0.0,0.0
897,127.86,0.0,0.0
898,128.08,0.0,0.0
899,127.56,0.0,0.0
900,125.57,0.0,0.0
901,126.34,0.0,0.0
902,127.69,0.0,0.0
903,128.26,0.0,0.0
904,128.61,0.0,0.0
905,128.47,0.0,0.0
906,128.2,0.0,0.0
907,127.95,0.0,0.0
908,127.19,0.0,0.0
909,128.23,0.0,0.0
910,128.97,0.0,0.0
911,130.2,0.0,0.0
912,130.6,0.0,0.0
913,129.99,0.0,0.0
914,129.19,0.0,0.0
915,129.86,0.0,0.0
916,129.94,0.0,0.0
917,129.29,0.0,0.0
918,129.35,0.0,0.0
919,129.6,0.0,0.0
920,129.67,0.0,0.0
921,130.44,0.0,0.0
922,130.43,0.0,0.0
923,130.7,0.0,0.0
924,131.65,0.0,0.0
925,132.28,0.0,0.0
926,131.42,0.0,0.0
927,131.49,0.0,0.0
928,132.34,0.0,0.0
929,131.83,0.0,0.0
930,130.5,0.0,0.0
931,129.92,0.0,0.0
932,130.02,0.0,0.0
933,130.19,0.0,0.0
934,131.47,0.0,0.0
935,131.45,0.0,0.0
936,130.34,0.0,0.0
937,130.06,0.0,0.0
938,128.48,0.0,0.0
939,129.42,0.0,0.0
940,128.38,0.0,0.0
941,128.88,0.0,0.0
942,130.25,0.0,0.0
943,130.08,0.0,0.0
944,129.97,0.0,0.0
945,130.0,0.0,0.0
946,130.1,0.0,0.0
947,130.52,0.0,0.0
948,130.48,0.0,0.0
949,131.87,0.0,0.0
950,132.14,0.0,0.0
951,131.69,0.0,0.0
952,129.95,0.0,0.0
953,130.25,0.0,0.0
954,130.22,0.0,0.0
955,129.8,0.0,0.0
956,131.05,0.0,0.0
957,131.15,0.0,0.0
958,131.77,0.0,0.0
959,131.36,0.0,0.0
960,130.63,0.0,0.0
961,131.99,0.0,0.0
962,133.23,0.0,0.0
963,132.95,0.0,0.0
964,132.39,0.0,0.0
965,132.1,0.0,0.0
966,132.11,0.0,0.0
967,132.41,0.0,0.0
968,132.44,0.0,0.0
969,134.56,0.0,0.0
970,134.31,0.0,0.0
971,133.38,0.0,0.0
972,133.03,0.0,0.0
973,133.15,0.0,0.0
974,133.53,0.0,0.0
975,132.87,0.0,0.0
976,132.87,0.0,0.0
977,132.55,0.0,0.0
978,132.19,0.0,0.0
979,132.45,0.0,0.0
980,132.16,0.0,0.0
981,131.35,0.0,0.0
982,131.5,0.0,0.0
983,131.66,0.0,0.0
984,132.7,0.0,0.0
985,133.49,0.0,0.0
986,133.69,0.0,0.0
987,132.75,0.0,0.0
988,133.68,0.0,0.0
989,133.9,0.0,0.0
990,133.76,0.0,0.0
991,134.35,0.0,0.0
992,135.25,0.0,0.0
993,134.16,0.0,0.0
994,134.25,0.0,0.0
995,134.49,0.0,0.0
996,134.64,0.0,0.0
